Time	AcqTime	AMB_Humidity	AMB_Pressure	AMB_Temperature	GPS_Altitude	GPS_GroundSpeed	GPS_Latitude	GPS_Longitude	GPS_ModeIndicator	GPS_Quality	GPS_Satellites	GPS_Separation	GPS_TrueCourse	GPS_UTCTime	OBD_Absolute_load_value_(PID_67)	OBD_Accelerator_Pedal_Position_D_(PID_73)	OBD_Calculated_engine_load_value_(PID_4)	OBD_Engine_Coolant_Temperature_(PID_5)	OBD_Vehicle_Speed_(PID_13)	OBD_Engine_RPM_(PID_12)
3031500	3733,495	34,8951	965,8337	6,6838	408,2	77,5999	47,1286	15,7209	0	2	9	43,6	38,4978	121054	113,738	51,7574	73,7338	88	77	2261,499
3032000	3733,995	34,8711	965,5937	6,6838	409,6996	78,0999	47,1287	15,7211	0	2	8,0002	43,6	45,8982	121054,9998	110,6012	49,7972	72,1652	88	77	2263,4995
3032500	3734,495	34,9191	965,3537	6,655	409,7	78,1	47,1287	15,7211	0	2	8	43,6	45,9	121055	107,4636	49,4047	70,2043	88	77,9998	2266,9991
3033000	3734,995	34,8711	965,5936	6,655	411,2996	77,7001	47,1289	15,7214	0	2	8	43,6	52,7983	121055,9998	107,4628	49,4046	70,2038	88	78	2268,4996
3033500	3735,495	34,8711	965,5937	6,6838	411,3	77,7	47,1289	15,7214	0	2	8	43,6	52,8	121056	107,8549	49,7966	70,2038	88	78	2272,9989
3034000	3735,995	34,8951	965,8337	6,6838	412,7996	78,2999	47,129	15,7216	0	2	8,9998	43,6	60,3981	121056,9998	108,2471	49,4047	70,5959	88	78	2273
3034500	3736,495	34,8951	965,5937	6,6838	412,8	78,3	47,129	15,7216	0	2	9	43,6	60,4	121057	81,9762	49,4046	63,5381	88	78	2266,5016
3035000	3736,995	35,0391	965,1138	6,655	414,3996	78,1	47,129	15,7219	0	2	9	43,6	68,798	121057,9998	47,0725	36,0765	31,3839	88	77,0002	2255,5027
3035500	3737,495	35,0391	965,1137	6,6262	414,4	78,1	47,129	15,7219	0	2	9	43,6	68,8	121058	48,2403	36,0732	31,376	88	76,0002	2223,0079
3036000	3737,995	35,0391	965,3536	6,655	415,9996	77,6001	47,1291	15,7221	0	2	9	43,6	77,2979	121058,9998	24,3222	30,9771	13,7313	88	75,0002	2194,507
3036500	3738,495	35,063	964,8757	6,6263	416	77,6	47,1291	15,7221	0	2	9	43,6	77,3	121059	16,1143	14,5758	10,6024	88	73,0083	2111,3452
3037000	3738,995	35,0391	964,8737	6,6262	417,4996	75,5005	47,1291	15,7224	0	2	9	43,6	82,8986	121099,99	16,4723	14,5077	10,9815	88	72,0002	2097,5033
3037500	3739,495	35,0391	964,6337	6,6262	417,5	75,5	47,1291	15,7224	0	2	9	43,6	82,9	121100	17,2566	14,5077	11,3737	88	70,0005	2033,0157
3038000	3739,995	35,0391	964,6337	6,6262	418,8997	72,0009	47,1291	15,7227	0	2	9	43,6	86,1992	121100,9998	16,8647	14,5077	10,9817	88	68,0005	1987,0112
3038500	3740,495	35,0631	964,6337	6,655	418,9	72	47,1291	15,7227	0	2	9	43,6	86,2	121101	17,2567	14,5077	11,3737	88	66,0005	1924,5153
3039000	3740,995	35,0398	964,8732	6,6263	420	68	47,1291	15,723	0	2	9	43,6	87,8	121102	16,868	14,5077	11,3772	88	63,9956	1876,4069
3039500	3741,495	35,3511	964,6331	6,6551	420,0018	67,9917	47,1291	15,723	0	2	9	43,6	87,7987	121102,0022	18,4334	14,5077	12,9435	87,9978	61,9912	1380,1022
3040000	3741,995	35,3512	964,3931	6,6838	420,8	64,2	47,1292	15,7232	0	2	9	43,6	87,2	121103	18,4274	14,5077	13,3279	87	57,9934	1427,6711
3040500	3742,495	35,3751	964,1542	6,655	420,802	64,1884	47,1292	15,7232	0	2	9	43,6	87,1949	121103,0022	15,6897	14,5077	10,1981	87	54,9956	1959,2649
3041000	3742,995	35,3754	964,3942	6,6549	421,7	58,9	47,1292	15,7234	0	2	9	43,6	84,9	121104	16,4733	14,5284	10,5894	87	52,9978	1852,4583
3041500	3743,495	35,4952	964,6326	6,5975	421,7013	58,8881	47,1292	15,7234	0	2	9	43,6	84,8879	121104,0022	16,8758	23,9259	10,5972	87	51,9956	1833,3879
3042000	3743,995	35,5191	964,1537	6,6262	422,3	53,5	47,1292	15,7236	0	2	9	43,6	79,4	121105	22,0449	27,4711	14,1562	87	49,9978	1782,431
3042500	3744,495	35,4951	964,1537	6,6262	422,3	53,5	47,1292	15,7236	0	2	9	43,6	79,4	121105	59,2131	38,4231	30,9797	87	49,0002	1751,0077
3043000	3744,995	35,5191	964,3936	6,6262	422,9998	51,2006	47,1292	15,7238	0	2	9	43,6	74,1013	121105,9998	38,0486	30,1937	24,318	87	49	1734,504
3043500	3745,495	35,5191	964,1537	6,5974	423	51,2	47,1292	15,7238	0	2	9	43,6	74,1	121106	32,1618	30,5837	20,3954	87	48,0002	1702,5078
3044000	3745,995	35,4951	964,3936	6,6262	423,7998	49,2005	47,1292	15,724	0	2	9	43,6	74,4999	121106,9998	30,1999	30,5838	19,2181	86,0002	47,0002	1676,0065
3044500	3746,495	35,4951	964,1537	6,6262	423,8	49,2	47,1292	15,724	0	2	9	43,6	74,5	121107	31,7678	30,5838	20,3941	86	46,0002	1635,5099
3045000	3746,995	35,5191	964,1537	6,655	424,7997	47,1005	47,1293	15,7242	0	2	9	43,6	78,399	121107,9998	32,9445	30,5838	21,1786	86	45,0002	1596,5095
3045500	3747,495	35,4951	964,1537	6,6262	424,8	47,1	47,1293	15,7242	0	2	9	43,6	78,4	121108	34,5132	30,5838	21,963	86	44,0002	1567,0072
3046000	3747,995	35,5191	964,1537	6,6262	425,7997	45,8003	47,1293	15,7243	0	2	9	43,6	79,5997	121108,9998	60,7846	35,6799	41,1763	86	44	1561,5013
3046500	3748,495	35,6151	964,1537	6,6262	425,8	45,8	47,1293	15,7243	0	2	9	43,6	79,6	121109	82,7488	41,1692	49,0231	86	44	1549,5029
3047000	3748,995	35,6151	964,3936	6,6262	426,6998	44,4003	47,1293	15,7245	0	2	9	43,6	77,9004	121109,9998	92,1647	45,0905	58,4355	85,0002	44	1560,4973
3047500	3749,495	35,6391	964,1537	6,6262	426,7	44,4	47,1293	15,7245	0	2	9	43,6	77,9	121110	81,1881	44,6995	62,3588	85	44,9998	1578,9955
3048000	3749,995	35,6151	963,9137	6,655	427,5998	44,5	47,1293	15,7247	0	2	9	43,6	74,4009	121110,9998	80,0091	16,0831	10,9941	85	45	1550,0071
3048500	3750,495	35,6391	964,3935	6,655	427,6	44,5	47,1293	15,7247	0	2	9	43,6	74,4	121111	15,7037	14,5081	9,0211	85	43,0005	1903,4137
3049000	3750,995	35,6151	963,6738	6,655	428,6997	44,5	47,1294	15,7248	0	2	9	43,6	74,1001	121111,9998	68,23	36,8519	45,4863	85	42,0002	1954,4875
3049500	3751,495	35,6151	963,6736	6,6262	428,7	44,5	47,1294	15,7248	0	2	9	43,6	74,1	121112	105,1006	62,7297	66,6688	85	42,9998	1961,9982
3050000	3751,995	35,6151	963,9136	6,6262	429,5998	42,6005	47,1294	15,725	0	2	9	43,6	72,4004	121112,9998	138,0464	62,344	83,5345	85	43,9998	2051,4781
3050500	3752,495	35,6391	963,4338	6,655	429,6	42,6	47,1294	15,725	0	2	9	43,6	72,4	121113	133,7413	60,7759	79,2255	85	45,9995	2079,4932
3051000	3752,995	35,6871	963,6736	6,5686	430,2998	44,3996	47,1294	15,7251	0	2	9	43,6	70,8004	121113,9998	131,7797	60,3835	78,0481	85	47,9995	2187,9735
3051500	3753,495	35,6871	963,6736	6,5974	430,3	44,4	47,1294	15,7251	0	2	9	43,6	70,8	121114	138,8371	60,3834	82,3609	85	49,9995	2294,9739
3052000	3753,995	35,6871	963,4337	6,5974	431,1998	48,1991	47,1295	15,7253	0	2	9	43,6	63,1019	121114,9998	147,4651	59,9914	85,8909	85	52,9993	2379,4794
3052500	3754,495	35,6871	963,1937	6,5686	431,2	48,2	47,1295	15,7253	0	2	9	43,6	63,1	121115	147,4672	59,5993	85,4997	85	53,9998	2500,4705
3053000	3754,995	35,6871	963,1937	6,5686	432,0998	52,399	47,1295	15,7254	0	2	9	43,6	60,2007	121115,9998	157,6619	59,5992	90,597	85	56,9993	2637,4666
3053500	3755,495	35,6871	963,4336	6,5686	432,1	52,4	47,1295	15,7254	0	2	9	43,6	60,2	121116	160,017	59,5992	91,3824	85	58,9995	2679,9896
3054000	3755,995	35,6871	963,1937	6,5974	433,1997	57,0989	47,1296	15,7256	0	2	9	43,6	57,6006	121116,9998	162,3702	56,8552	92,1668	85	60,9995	2818,9661
3054500	3756,495	35,6871	963,1937	6,5686	433,2	57,1	47,1296	15,7256	0	2	9	43,6	57,6	121117	132,1788	52,1504	74,1302	85	63,9993	2951,9675
3055000	3756,995	35,6871	963,1937	6,5686	433,8998	62,0988	47,1297	15,7258	0	2	9	43,6	54,2008	121117,9998	129,8188	45,8772	72,5574	85	65,9995	3030,4808
3055500	3757,495	35,6631	963,1937	6,655	433,9	62,1	47,1297	15,7258	0	2	9	43,6	54,2	121118	16,5001	14,5154	9,4282	85	66	2583,1093
3056000	3757,995	35,711	962,9541	6,655	434,798	66,0912	47,1298	15,726	0	2	9	43,6	51,2066	121118,9978	16,8637	14,8989	10,1955	85	64,0044	2184,875
3056500	3758,495	35,6871	962,9536	6,6262	434,8	66,1	47,1298	15,726	0	2	9	43,6	51,2	121119	17,6488	27,4439	12,1577	85	63,0002	2049,033
3057000	3758,995	35,6871	962,9536	6,6262	435,6998	64,9003	47,1299	15,7261	0	2	9	43,6	48,9006	121119,9998	30,1963	30,191	21,1766	85	62,0002	2180,4679
3057500	3759,495	35,6631	963,1936	6,655	435,7	64,9	47,1299	15,7261	0	2	9	43,6	48,9	121120	79,9966	43,5198	52,155	85	62	2179,5002
3058000	3759,995	35,7111	962,9537	6,6262	436,6998	67,5993	47,13	15,7263	0	2	9	43,6	47,5003	121120,9998	91,7719	45,0911	56,0836	85	62	2184,9987
3058500	3760,495	35,6872	962,7141	6,6262	436,7	67,6	47,13	15,7263	0	2	9	43,6	47,5	121121	92,5575	45,0915	57,2586	85	62,9978	2197,4726
3059000	3760,995	35,6631	962,9536	6,6262	437,5998	68,5998	47,1301	15,7265	0	2	9	43,6	47,3	121121,9998	95,3039	45,0915	58,4375	85	63	2222,4939
3059500	3761,495	35,6631	962,7137	6,6262	437,6	68,6	47,1301	15,7265	0	2	9	43,6	47,3	121122	95,6967	45,0915	58,8299	85	63,9998	2246,4941
3060000	3761,995	35,7831	962,9536	6,5686	438,2998	68,9999	47,1302	15,7267	0	2	9	43,6	47,5	121122,9998	96,0889	45,0915	59,2221	85	64,9998	2259,4968
3060500	3762,495	35,7591	962,9536	6,5974	438,3	69	47,1302	15,7267	0	2	9	43,6	47,5	121123	96,8732	45,0915	59,6143	85	65	2288,9928
3061000	3762,995	35,783	962,9536	6,5687	439,0967	65,0165	47,1303	15,7268	0	2	9	43,6	49,193	121123,9959	96,8734	45,0915	59,6144	85	65,9959	2312,4028
3061500	3763,495	35,7591	962,9536	6,5686	439,1	65	47,1303	15,7268	0	2	9	43,6	49,2	121124	98,8339	45,0915	60,7907	85	66	2318,9984
3062000	3763,995	35,7591	962,9536	6,5974	440,1997	65,9998	47,1304	15,727	0	2	9	43,6	51,7994	121124,9998	99,6186	45,4835	61,1831	85	66,9998	2348,9927
3062500	3764,495	35,7591	962,7137	6,5686	440,2	66	47,1304	15,727	0	2	9	43,6	51,8	121125	100,0109	45,4836	61,1832	85	67,9998	2377,493
3063000	3764,995	35,7591	962,7136	6,5398	441,1998	67,2997	47,1305	15,7272	0	2	9	43,6	54,3994	121125,9998	100,011	44,3076	61,1832	85	68	2393,996
3063500	3765,495	35,7591	962,4737	6,5686	441,2	67,3	47,1305	15,7272	0	2	9	43,6	54,4	121126	79,2295	41,5633	50,9885	85	68,9998	2409,4962
3064000	3765,995	35,783	962,7126	6,5686	442,0963	68,5946	47,1306	15,7274	0	2	9	43,6	56,6905	121126,9959	67,1165	38,8292	39,6592	85	69	2410,4959
3064500	3766,495	35,7591	962,2337	6,5398	442,1	68,6	47,1306	15,7274	0	2	9	43,6	56,7	121127	58,0478	37,2499	35,2991	85	69	2406,0011
3065000	3766,995	35,8791	961,9937	6,5686	443,0998	69,1999	47,1307	15,7276	0	2	9	43,6	58,4996	121127,9998	58,0456	37,2495	35,298	85	68,0002	2392,0034
3065500	3767,495	35,9031	962,4735	6,5686	443,1	69,2	47,1307	15,7276	0	2	9	43,6	58,5	121128	52,9482	35,6815	31,377	85	68	2379,0032
3066000	3767,995	35,9031	962,4736	6,5686	444,1997	69,2	47,1308	15,7278	0	2	9	43,6	58,5	121128,9998	46,6733	34,8971	28,2392	85	67,0002	2360,5045
3066500	3768,495	35,9031	961,9947	6,5686	444,2	68,7011	47,1308	15,7278	0	2	9	43,6	59,6974	121129	47,8458	34,8969	29,4124	85	67	2346,0318
3067000	3768,995	35,8791	961,9936	6,5686	445,1998	67,8002	47,1309	15,7281	0	2	9	43,6	59,7	121129,9998	46,6721	34,8969	28,6308	85	67	2332,5033
3067500	3769,495	35,8791	961,9936	6,5974	445,2	67,8	47,1309	15,7281	0	2	9	43,6	59,7	121130	47,0639	34,8969	29,0227	85	66,0002	2314,0045
3068000	3769,995	35,9031	962,2335	6,5686	446,1998	67,8	47,131	15,7283	0	2	9	43,6	59,7	121130,9998	46,6719	35,2889	28,6307	85	65,0002	2308,5013
3068500	3770,495	35,9031	962,2336	6,5398	446,2	66,8002	47,131	15,7283	0	2	9	43,6	58,1004	121131	47,456	35,289	29,4148	85	65	2282,0065
3069000	3770,995	35,9031	961,9937	6,5974	447,0998	65,9002	47,1311	15,7285	0	2	9	43,6	55,3007	121131,9998	54,9062	36,857	33,336	85	65	2269,0032
3069500	3771,495	35,9991	961,7537	6,511	447,1	65,9	47,1311	15,7285	0	2	9	43,6	55,3	121132	53,3396	36,8574	32,9449	85	64,0002	2260,0022
3070000	3771,995	36,0231	961,9935	6,511	448,0998	64,9002	47,1312	15,7287	0	2	9	43,6	51,6009	121132,9998	54,1234	36,8574	32,9448	85	64	2249,0027
3070500	3772,495	35,9992	961,2746	6,5111	448,1018	64,8991	47,1312	15,7287	0	2	9	43,6	51,5914	121133,0022	53,7176	36,8565	32,9431	85	64	2239,9813
3071000	3772,995	36,0231	961,7536	6,5398	448,9	64,5	47,1313	15,7288	0	2	9	43,6	47,7	121134	47,4407	36,4593	32,144	85	63,9978	2231,4626
3071500	3773,495	36,0231	961,7531	6,5398	448,9015	64,4987	47,1313	15,7288	0	2	9	43,6	47,6921	121134,0022	40,3897	33,7197	24,7052	85	62,9978	2214,467
3072000	3773,995	35,9992	961,5136	6,5398	449,6	63,9	47,1314	15,729	0	2	9	43,6	44,1	121135	37,259	33,3276	23,1389	85	62	2199,4835
3072500	3774,495	36,023	961,5131	6,5398	449,6015	63,8993	47,1314	15,729	0	2	9	43,6	44,091	121135,0022	37,2599	32,9347	22,7485	85	62	2191,9551
3073000	3774,995	35,9751	961,2736	6,511	450,2998	63,6001	47,1315	15,7292	0	2	9	43,6	40,001	121135,9998	37,6511	32,1524	23,1397	85	62	2171,505
3073500	3775,495	35,9991	961,0336	6,5398	450,3	63,6	47,1315	15,7292	0	2	9	43,6	40	121136	30,2012	30,5842	19,2188	85	61,0002	2151,5049
3074000	3775,995	36,0231	961,7534	6,5398	450,9998	62,3003	47,1316	15,7293	0	2	9	43,6	37,2007	121136,9998	36,8652	32,5438	21,5704	85	61	2134,5042
3074500	3776,495	36,3111	961,7536	6,5398	451	62,3	47,1316	15,7293	0	2	9	43,6	37,2	121137	46,2773	37,2484	32,1578	85	60,0002	2126,0021
3075000	3776,995	36,3111	961,0338	6,5398	451,7998	60,9003	47,1318	15,7294	0	2	9	43,6	34,5007	121137,9998	85,49	45,0896	54,1182	85	60,9998	2141,4962
3075500	3777,495	36,3111	961,2735	6,5686	451,8	60,9	47,1318	15,7294	0	2	9	43,6	34,5	121138	97,6548	47,4435	60,7894	85	61,9998	2162,4949
3076000	3777,995	36,3591	961,2736	6,5398	452,4998	60,8	47,1319	15,7296	0	2	9	43,6	31,6007	121138,9998	105,4999	49,7961	63,9278	85	62	2192,9926
3076500	3778,495	36,3351	961,0336	6,511	452,5	60,8	47,1319	15,7296	0	2	9	43,6	31,6	121139	111,7755	49,7967	67,8496	85	63,9995	2240,9883
3077000	3778,995	36,3351	961,2735	6,5398	453,2998	60,7	47,132	15,7297	0	2	9	43,6	28,5008	121139,9998	112,1691	49,4047	69,0269	85	64,9998	2277,991
3077500	3779,495	36,3351	961,2736	6,5686	453,3	60,7	47,132	15,7297	0	2	9	43,6	28,5	121140	112,5613	49,0126	69,0272	85	65,9998	2331,9868
3078000	3779,995	36,3351	961,0336	6,511	453,5999	65,3989	47,1322	15,7298	0	2	9	43,6	26,9004	121140,9998	111,7772	47,8365	67,8509	85	67,9995	2372,99
3078500	3780,495	36,3351	961,2735	6,5398	453,6	65,4	47,1322	15,7298	0	2	9	43,6	26,9	121141	93,3481	42,3481	56,8717	85	68,9998	2421,4882
3079000	3780,995	36,3111	961,0336	6,511	453,8999	68,1993	47,1323	15,7299	0	2	9	43,6	26,5001	121141,9998	86,2857	42,3468	52,1638	85	69,9998	2458,491
3079500	3781,495	36,3111	960,5537	6,5398	453,9	68,2	47,1323	15,7299	0	2	9	43,6	26,5	121142	87,8524	42,3468	53,3389	85	70	2474,4961
3080000	3781,995	36,3351	961,2734	6,5398	454,1999	68,2	47,1325	15,73	0	2	9	43,6	26,5	121142,9998	85,5002	41,5628	52,1629	85	71,9995	2512,9906
3080500	3782,495	36,3351	961,0336	6,511	454,2	70,1995	47,1325	15,73	0	2	9	43,6	26,7999	121143	86,2838	41,5626	52,1626	85	72	2515,9993
3081000	3782,995	36,4311	960,7936	6,5398	454,5999	70,2	47,1326	15,7301	0	2	9	43,6	26,8	121143,9998	86,6761	41,9546	52,5547	85	72,9998	2553,9907
3081500	3783,495	36,4071	960,7936	6,5686	454,6	71,6996	47,1326	15,7301	0	2	9	43,6	26,0002	121144	87,4604	41,9547	52,9469	85	73,9998	2581,9932
3082000	3783,995	36,4071	960,7936	6,5398	454,9999	73,1996	47,1328	15,7302	0	2	9	43,6	24,4004	121144,9998	49,4265	21,9625	19,226	85	74	2603,9946
3082500	3784,495	36,4071	960,7936	6,5398	455	73,2	47,1328	15,7302	0	2	9	43,6	24,4	121145	16,4804	14,5095	10,1994	85	74	2248,0869
3083000	3784,995	36,4071	961,0335	6,4822	455,3999	74,5997	47,133	15,7303	0	2	9	43,6	23,3003	121145,9998	16,8645	14,5077	12,1577	85	72,0005	1673,6403
3083500	3785,495	36,4311	960,5537	6,5398	455,4	74,6	47,133	15,7303	0	2	9	43,6	23,3	121146	18,0409	17,6437	11,7661	85	72	1315,0875
3084000	3785,995	36,4071	960,7935	6,511	455,8999	73,4003	47,1331	15,7304	0	2	9	43,6	23,3	121146,9998	16,4728	21,1725	10,9818	85	70,0005	2047,821
3084500	3786,495	36,4311	960,3137	6,5398	455,9	73,4	47,1331	15,7304	0	2	9	43,6	23,3	121147	16,8645	22,7414	10,9816	85	70	2049,4996
3085000	3786,995	36,4071	960,3136	6,5686	456,2999	71,4005	47,1333	15,7305	0	2	9	43,6	23,2	121147,9998	16,4725	25,0938	10,9816	85	69,0002	2034,0038
3085500	3787,495	36,3831	960,5535	6,511	456,3	71,4	47,1333	15,7305	0	2	9	43,6	23,2	121148	18,0408	27,4464	10,9816	85	68,0002	2007,0066
3086000	3787,995	36,3831	960,7935	6,511	456,6999	69,5005	47,1335	15,7306	0	2	9	43,6	20,5007	121148,9998	19,2175	28,623	12,55	85	68	1989,0044
3086500	3788,495	36,3591	961,0335	6,4822	456,7	69,5	47,1335	15,7306	0	2	9	43,6	20,5	121149	29,4125	30,1913	15,6872	85	67,0002	1968,0051
3087000	3788,995	36,3591	961,0336	6,4822	456,9999	68,3003	47,1336	15,7307	0	2	9	43,6	16,2011	121149,9998	41,1781	35,2878	27,059	85	67	1962,0015
3087500	3789,495	36,3591	960,5537	6,5398	457	68,3	47,1336	15,7307	0	2	9	43,6	16,2	121150	47,0626	36,857	30,9828	85	67	1961,0002
3088000	3789,995	36,3591	961,2734	6,4822	457,3999	67,4002	47,1338	15,7308	0	2	9	43,6	11,5011	121150,9998	57,2587	39,2094	38,0417	85	67	1966,9985
3088500	3790,495	36,3831	961,0336	6,4822	457,4	67,4	47,1338	15,7308	0	2	9	43,6	11,5	121151	62,3586	40,778	40,7881	85	67	1971,9988
3089000	3790,995	36,3831	960,7936	6,511	457,6	66,9001	47,134	15,7308	0	2	9	43,6	7,1011	121151,9998	64,3203	41,9544	42,7493	85	67,9998	1982,9973
3089500	3791,495	36,3831	960,5536	6,511	457,6	66,9	47,134	15,7308	0	2	9	43,6	7,1	121152	67,8497	43,1307	45,1024	85	68	2000,4957
3090000	3791,995	36,3831	960,7935	6,511	457,8999	66,3001	47,1341	15,7308	0	2	9	43,6	1,9013	121152,9998	71,3795	44,307	47,0635	85	68,9998	2007,4983
3090500	3792,495	36,3112	960,5536	6,4822	457,9	66,3	47,1341	15,7308	0	2	9	43,6	1,9	121153	82,3593	46,2673	51,7693	85	69,9998	2039,9921
3091000	3792,995	36,3111	960,5536	6,511	457,8	69,2993	47,1343	15,7308	0	2	9	43,6	357,2132	121153,9998	91,3804	49,4038	59,6125	85	70	2050,9973
3091500	3793,495	36,3111	960,5536	6,511	457,8	69,3	47,1343	15,7308	0	2	9	43,6	357,3	121154	94,1273	49,7966	61,967	85	70,9998	2092,9897
3092000	3793,995	36,3111	960,3136	6,4822	457,7	70,7996	47,1345	15,7308	0	2	9	43,6	352,5012	121154,9998	100,4017	49,7967	65,4965	85	71,9998	2124,9922
3092500	3794,495	36,3111	960,5535	6,4822	457,7	70,8	47,1345	15,7308	0	2	9	43,6	352,5	121155	100,0111	49,0127	64,3211	85	72,9998	2157,9919
3093000	3794,995	36,2871	960,5536	6,5398	457,6	72,8995	47,1347	15,7307	0	2	8,0002	43,6	346,9014	121155,9998	100,7952	48,6205	65,8892	85	73,9998	2186,493
3093500	3795,495	36,3111	960,3136	6,511	457,6	72,9	47,1347	15,7307	0	2	8	43,6	346,9	121156	96,0901	46,6604	63,537	85	75,9995	2219,9918
3094000	3795,995	36,3111	960,5535	6,511	457,5	75,1994	47,1348	15,7307	0	2	8	43,6	342,1012	121156,9998	89,4232	45,0919	57,6548	85	76	2239,4952
3094500	3796,495	36,3111	960,3136	6,511	457,5	75,2	47,1348	15,7307	0	2	8	43,6	342,1	121157	45,5059	38,8194	28,2456	85	76,9998	2256,9957
3095000	3796,995	36,2631	960,7935	6,511	457,4	77,2995	47,135	15,7306	0	2	8	43,6	339,5006	121157,9998	47,0636	35,6819	30,1989	85	77,9998	2267,4974
3095500	3797,495	36,2871	960,5536	6,511	457,4	77,3	47,135	15,7306	0	2	8	43,6	339,5	121158	67,8455	39,9931	44,3152	85	78	2273,4985
3096000	3797,995	36,2631	960,7935	6,4822	457,5	77,3	47,1352	15,7305	0	2	8	43,6	339,5	121158,9998	71,7716	40,7782	46,6712	85	78,9998	2285,9969
3096500	3798,495	36,287	960,5545	6,4822	457,5	78,1963	47,1352	15,7305	0	2	8	43,6	339,5	121159	70,2103	39,9974	41,9849	85	79	2297,9504
3097000	3798,995	36,2631	960,7935	6,511	457,7	78,9998	47,1354	15,7304	0	2	8	43,6	341,9994	121199,99	43,5407	34,8981	27,8497	85	79	2313,4962
3097500	3799,495	36,2631	960,5536	6,5398	457,7	79	47,1354	15,7304	0	2	8	43,6	342	121200	42,75	34,5049	27,8462	85	79	2311,5005
3098000	3799,995	36,2869	960,7917	6,5113	457,7	79,6944	47,1356	15,7303	0	2	8	43,6	345,5712	121200,992	43,5279	34,8938	27,8462	85	79	2310,508
3098500	3800,495	36,2631	960,7936	6,4822	457,7	79,7	47,1356	15,7303	0	2	8	43,6	345,6	121201	45,1026	34,8969	29,0225	85	79	2310,5
3099000	3800,995	36,2631	960,5536	6,5398	457,8	79,7	47,1358	15,7302	0	2	8,9998	43,6	350,6988	121201,9998	46,2793	35,2889	29,807	85	79	2308,5005
3099500	3801,495	36,3111	960,5536	6,5398	457,8	79,7	47,1358	15,7302	0	2	9	43,6	350,7	121202	55,6901	36,073	36,473	85	79	2313,9987
3100000	3801,995	36,3591	960,5536	6,4822	457,9	80,3998	47,136	15,7302	0	2	9	43,6	357,0984	121202,9998	56,0845	37,2492	36,4746	85	79	2311,0007
3100500	3802,495	36,3351	960,553	6,4822	457,9004	80,4002	47,136	15,7302	0	2	8,9978	43,6	356,3233	121203,0022	55,3097	37,2512	35,6971	85	79	2314,5253
3101000	3802,995	36,3351	960,3146	6,4824	458,1	80,5	47,1362	15,7302	0	2	8	43,6	3,6	121204	59,6273	38,0363	38,8356	85	79	2325,9912
3101500	3803,495	36,3351	960,7936	6,5398	458,1002	80,5002	47,1362	15,7302	0	2	8	43,6	3,6136	121204,0022	65,4948	39,21	42,3559	85	79,0022	2322,0044
3102000	3803,995	36,3351	960,7925	6,5398	458,2	80,6	47,1364	15,7302	0	2	8	43,6	9,8	121205	64,3234	39,21	41,5749	85	80	2324,0132
3102500	3804,495	36,3351	960,3146	6,511	458,2007	80,5993	47,1364	15,7302	0	2	8	43,6	9,8151	121205,0022	65,4983	39,2109	42,3576	85	80	2330,0285
3103000	3804,995	36,3351	960,7935	6,511	458,4999	80,3001	47,1366	15,7303	0	2	8	43,6	16,6983	121205,9998	65,8895	39,602	42,3576	85	80	2342,9968
3103500	3805,495	36,3351	960,5536	6,4822	458,5	80,3	47,1366	15,7303	0	2	8	43,6	16,7	121206	66,6738	39,6021	43,1418	85	80	2349,9983
3104000	3805,995	36,3591	960,7935	6,5398	459,1998	81,4997	47,1368	15,7304	0	2	8,9998	43,6	23,7983	121206,9998	66,674	39,6021	42,7499	85	80,9998	2356,9983
3104500	3806,495	36,5031	960,3137	6,511	459,2	81,5	47,1368	15,7304	0	2	9	43,6	23,8	121207	65,1056	38,4261	41,5735	85	81	2360,4991
3105000	3806,995	36,4791	960,3136	6,511	459,9998	83,3995	47,1369	15,7305	0	2	9	43,6	31,1982	121207,9998	59,6157	38,0338	38,4364	85	81	2370,4976
3105500	3807,495	36,5031	960,5535	6,511	460	83,4	47,1369	15,7305	0	2	9	43,6	31,2	121208	59,2223	37,6417	37,6514	85	81	2372,9994
3106000	3807,995	36,4791	960,5536	6,4822	460,6998	83,5999	47,1371	15,7307	0	2	9	43,6	37,7984	121208,9998	44,7143	34,8976	28,6328	85	81	2370,5006
3106500	3808,495	36,4791	960,3136	6,4822	460,7	83,6	47,1371	15,7307	0	2	9	43,6	37,8	121209	45,495	34,8969	29,0227	85	81	2372,9994
3107000	3808,995	36,5031	960,0736	6,511	461,0999	83,9999	47,1373	15,7309	0	2	9	43,6	43,7985	121209,9998	46,2794	34,8969	29,4149	85	81	2368,5011
3107500	3809,495	36,5031	960,0736	6,511	461,1	84	47,1373	15,7309	0	2	9	43,6	43,8	121210	46,2796	34,8969	29,415	85	81	2369,4998
3108000	3809,995	36,5271	960,0736	6,511	461,3999	81,9005	47,1374	15,7311	0	2	9	43,6	49,7985	121210,9998	46,2796	35,2889	29,8071	85	81	2376,4983
3108500	3810,495	36,4791	960,3135	6,511	461,4	81,9	47,1374	15,7311	0	2	9	43,6	49,8	121211	46,6717	35,289	30,1993	85	81	2371,5012
3109000	3810,995	36,6951	960,3136	6,3959	460,7002	81,9	47,1375	15,7314	0	2	9	43,6	54,4989	121211,9998	46,6718	35,289	30,1994	85	81	2380,4978
